,,,,,,Sample_ID,cp2,cp7,cp19,cp26,cp29,cp32,cp35,cp58,cp1,cp8,cp11,cp14,cp23,cp36,cp39,cp42,cp45,cp49,cp52,cp56,cp62,cp65,cp68,cp71,cp76,cp79,cp82,cp85,cp88,cp5,cp17,cp21,cp27,cp30,cp33,cp55,cp59,cp3,cp9,cp12,cp15,cp24,cp37,cp40,cp43,cp47,cp50,cp53,cp60,cp63,cp66,cp69,cp77,cp80,cp83,cp86,cp89,cp73,cp6,cp18,cp22,cp28,cp31,cp34,cp57,cp72,cp4,cp10,cp13,cp16,cp25,cp38,cp41,cp44,cp48,cp51,cp54,cp61,cp64,cp67,cp70,cp75,cp78,cp81,cp84,cp87
1-linoleoylglycerophosphoethanolamine*,Lipid,Lysolipid,32635,LC/MS neg,,HMDB11507,,400011.32,34399.47,21746.97,15047.37,50837.83,66143.99,26532.24,,24930.62,42781.94,93365.24,105178.74,35808.13,98578.8,30318.8,36724.12,,92365.63,65090.25,100228.86,71524.34,,39203.92,155107.7,68862.91,69608.72,108125.67,24325.94,65090.25,,,39012.32,,,34306.41,32640.93,842900.34,137747.96,106107.64,36050.78,268169.75,67012.81,23194.29,48871.93,91993.24,62786.74,,72818.69,74507.2,47641.15,60968.78,69520.05,63325.12,174493.51,86308.49,58990.18,44548.74,66149.58,65090.25,22721.85,81019.11,25142.16,22982.74,43324.54,36184.63,476959.48,108456.63,75890.71,160846.14,50541.23,46882.85,46838.46,90738.75,57961.05,179784.09,54181.97,74433.96,39440.32,100178.45,50872.6,24299.33,73689.06,335975.46,315664.13,644581.2
1-myristoylglycerophosphocholine,Lipid,Lysolipid,35626,LC/MS pos,,HMDB10379,23007.99,20796.26,,,,252423.11,22510.9,,47791.57,,135778.98,134513.36,80103.87,,89713.39,40417.86,,61664.44,152312.75,,54358.8,25617.78,76445.84,77039.81,311291.89,186876.46,,88123.08,117779.41,,52135.12,43413.47,31220.45,,313570.89,66640.57,,1123896.9,711349.24,,78571.84,,48496.05,37202.03,133686.13,,77465.19,94409.64,,,188007.18,92614.99,161474.6,60965.57,272903.12,76702.9,,,29946.88,67813.94,,35169.06,156247.98,,24503.41,,131279.74,38053.77,20391.76,48831.9,78571.84,64528.57,484154.46,447122.36,,78818.88,151636.48,106859.44,20615.07,36324.52,,,,543612.88,788219.15,174015.88
1-oleoylglycerophosphocholine,Lipid,Lysolipid,33960,LC/MS pos,C03916,HMDB02815,316968.35,399110,,233796.05,71247.78,2476847.59,127849.43,,188398.15,222757.81,675159.89,1047199.82,248095.5,45126.43,1024584.67,474880.1,153685.88,590570.31,294522.41,78024.51,156584.1,,521304.08,386590.47,2854457.83,2115883.05,,1104853.63,1356935.33,72994.57,,405145.97,368034.98,50103.28,801053.33,,,6190078.61,4676538.88,109176.18,249141.36,,,519009.9,299968.78,,264690.48,30968.9,,163860.11,1418740.88,838023.59,935439.33,693269.89,2742391.15,258239.26,,,1071709.93,386590.47,,243896.43,2422324.73,,109170.41,291625.16,1776845.27,262340.42,84695.36,338842.57,,602565.88,4270594.83,5000331.18,,94783.59,1052519.89,838914.34,69759,307497.62,244620.1,,126605.45,3143416.37,4809299.83,2111195.49
1-oleoylglycerophosphoethanolamine,Lipid,Lysolipid,35628,LC/MS neg,,HMDB11506,314065.24,4202057.3,1351865.72,2460246.75,599768.03,3478498.89,4458714.03,522313.91,534298.21,109933.3,1981951.35,1336280.98,2267094.09,1212504.47,5163635.06,1541097.83,1288866.4,1207558.33,4799354.44,2472220.45,2859676.22,1861702.51,725174.05,2473856.86,2484063.25,1859825.45,1037426.53,1538827.94,300269.34,2093441.06,83978.88,75315.51,1599800.87,964902.38,1812329.05,1332356.75,1262132.68,17656918.19,4555312.96,1803487.68,313806.36,3561455.56,1341061.39,506262.53,1052072.68,1482394.79,1903365.8,596922.81,3572542.46,3840855.34,1360309.83,2280142.55,2528520.82,904497.19,2916791.35,1175087.42,1928741.69,2091895.86,850374.5,933757.24,206667.64,2405533.35,1005185.54,1515057.63,1441111.64,1472025.24,4163999.41,2831428.68,2483105.96,3204160.55,850119.07,1541097.83,1896418.99,2586128.74,930410.31,3530135.88,1302128.86,1184797.46,1350269.63,1732970.84,1238817.62,132680.56,2209905.45,2464676.37,2813642.54,7577317.49
1-oleoylglycerophosphoinositol*,Lipid,Lysolipid,36602,LC/MS neg,,,18965.71,290551.25,70469.66,25971.22,34672.55,56729.58,89429.45,,39800.64,,110585.28,83581.78,286376.55,53791.11,360019.88,169124.05,45588.24,62451.81,113047.97,79907.23,85476.21,87878.69,,81113.42,37809.85,90113.6,84930.64,29784.59,78733.52,82775.52,,,76877.24,49361.63,56930.9,139646.1,61019.76,964302.9,237933.01,45079.27,28287.52,241879.54,151494.55,32612.13,61505.57,280359.78,87952.53,37444.16,151761.72,161546.3,65346.6,50857.2,89695.77,36240.34,101746.17,254126.53,78245.13,75154.09,49648.8,52995.12,,107193.84,29795.65,36807.47,,43653.84,,178616.47,57373.26,150608.67,37595.16,96728.86,62517.67,193567.07,49746.1,98030.49,139468.85,70768.13,85866.56,139541.51,73217.54,,93697.19,115244.45,,941415.8
1-oleoylglycerophosphoserine,Lipid,Lysolipid,19260,LC/MS neg,,,,159749.86,82931.43,25799.16,29690.5,18116.06,,33484.84,,35767.06,86298.67,62043.89,83762.53,22943.46,117185.95,95612.27,34416.71,32756.03,89393.44,108202.47,111928.92,20220.63,66002.59,,21867.16,78040.76,97596.91,68032.34,40721.58,48356.65,,44515.43,35560.1,48844.98,67965.03,196809.99,64811.59,509069.9,193673.69,,30821.37,128303.45,108062.18,70574.79,65340.91,224649.81,60756.29,48788.57,131563.47,79315.96,50577.1,52918.11,47816.35,39473.71,76107.2,137581.9,66664.27,36633.03,19158.61,49828.75,,53260.07,32589.71,25964.36,,62721.37,2721957.28,53287.2,,65773.96,65545.83,69447,76756.91,113925.86,66231.22,115217.11,102467.72,85630.27,75483.69,119127.62,74778.27,42665.97,61964.83,134629.9,22644.85,308161.41
1-palmitoylglycerol (1-monopalmitin),Lipid,Monoacylglycerol,21127,GC/MS,,,26442.33,80834.64,56845.07,47523.08,44065.21,73344.84,62207.15,30544.26,15642.17,45589.46,46393.96,57770.67,58289.23,49562.3,83693.94,70389.02,55152.89,73506.35,,63617.8,82802.35,82915.86,56095.49,74245.43,107300.46,38413.1,66167.57,60301.44,91975.83,42078.07,,25879.7,,19024.26,52497.04,42121.11,84379.39,335490.65,175596.65,53501.83,,54879.15,140506.12,23383.3,91134.77,54891.02,63699.65,,69795.19,80092.45,42052.84,41753.03,,,71123.53,94784.38,74020.66,95739.96,38295.98,58035.2,,124090.1,,,,55035.91,275354.33,,,135466.54,60555.47,53072.35,70468.23,18459.66,43487.56,35011.87,64579.7,,69169.26,43027.96,,38138.47,57288.29,,174586.78,161424.43
1-palmitoylglycerophosphocholine,Lipid,Lysolipid,33955,LC/MS pos,C04102,,2015731.54,1769602.74,376097.21,2383473.86,246300.49,12575496.41,768050.47,400157.19,421364.31,704530.15,4358551.65,5920189.73,750708.17,230812.6,6178128.3,2566121.88,599058.27,4977923.35,1541451.02,911341,1113735.46,625305.84,3445085.24,3214278,10228552.9,6950153.52,80038.83,5149199.86,4403814.8,438366.63,923978.45,1442535.29,2761252.71,1410470.76,4196061.03,449538.9,349054.67,9307260.59,10906558.71,893880.72,2922900.76,210248.99,119542.81,2284171.86,2884609.83,301443.03,2144449.9,800258.69,278319.11,696094.69,7262573.13,5478783.54,6982243.3,4890946.73,7335572.95,2096670.18,529972.51,610491.41,5170438.73,2660921.61,315051.08,1765380.54,15141353.04,544951.27,1022519.55,1769602.74,8855756.66,1424519.83,741597.35,2126290.63,637544.5,4948181.59,18939726.43,18799198.83,134498.76,1044937.85,7587373.31,10452134.82,822320.58,2606497.56,1252573.62,281665.32,1405699.96,17177909.08,18291871.99,6399234.85
1-palmitoylglycerophosphoethanolamine,Lipid,Lysolipid,35631,LC/MS neg,,HMDB11503,561743.41,3072646.86,1893540.82,3409813.74,1153453.1,5248471,5379576.73,941621.25,264359.72,38782.63,2581929.83,1750747.12,1186391.78,1896918.92,4885631.92,1637711.38,2687005.07,1825303.62,4970870.14,3342056.24,3646932.24,2541553.94,915549.12,3292972.78,1922718.87,740353.21,446115.79,602656.25,155853.83,1857238.67,112403.79,69087.63,1942216.41,1257122.35,2005948.3,1837332.93,1532063.55,6941866.13,3911281.05,2420730.17,794831.91,2993977.04,1179038.04,759579.93,1637297.87,1929842.97,1936077.98,976720.38,3755614.63,2923353.56,1282921.52,3025337.01,2640943.52,1418380.73,2310093.03,1763209.54,2350116.28,2574111.32,872471.18,1176084.35,298896.85,2568121.7,1146907.88,1968109.07,1787967.03,2108111.4,2614974.39,2297954.24,1935523.36,2427743.75,1182988.62,1600584.9,1893540.82,2043274.23,1183926.85,2698189.05,1375284.6,1429085.43,1951335.33,1387029.49,1365426.93,93574.57,1403230.43,2226742.07,2188391.26,3944823.84
1-palmitoylglycerophosphoinositol*,Lipid,Lysolipid,35305,LC/MS neg,,,49666.14,337987.82,105768.94,99065.26,37640.11,141940.83,108066.91,35964.62,33540.69,19814.78,156398.58,103706.35,235788.32,54504.61,331558.04,207654.67,193981.4,99087.77,132576.1,141875.96,141212.35,485810.51,56646.23,117263.4,142708.76,61637.2,43888.87,76939.35,58858.67,80629.59,22334.69,21455.5,99383.26,75050.59,67194.94,292292.12,53480.16,606888.91,378557.95,68680.75,42239.64,324390.39,122183.12,30296.81,133514.49,458032.46,87514.66,69793.17,249437.76,135355.41,44107.53,134063.53,112154.62,51151.29,161781.4,485706.16,116860.25,85350.14,106698.48,93366.28,,165761.54,41013.75,71110.6,62947.22,44323.29,738731.94,105312.26,151502.37,179061.6,69708.25,113477.5,117591.38,197566.12,64374.8,125912.55,218294.41,104777.67,106225.62,90931.03,90157.79,24533.75,110516.04,195040.44,61058.27,437454.85
1-stearoylglycerol (1-monostearin),Lipid,Monoacylglycerol,21188,GC/MS,D01947,,17794.1,57001.22,50912.44,44308.68,,44665.62,40433.47,29688.96,15877.98,43933.02,32394.04,36865.47,48063.14,31692.94,47324.72,59193.13,54219.49,43259.5,43526.98,33352.11,42963,47557.63,33640.15,45846.75,54615.83,20205.16,14505.34,67363.37,53502.64,30346.99,,,,,26085.62,36167.54,54997.75,105767.48,,30172.89,,40863.98,70051.55,,52999.81,87383.44,48408.74,,52339.18,,37412.65,32284.43,43730,41083.78,66591.5,118610.86,43392.89,,48355.45,52734.72,11209.45,67869.76,,,20434.46,18488.85,200614.26,43730,34858.24,,,24074.16,60628.33,46150.92,26249.1,,45527.66,,,,,,,30116.27,,
1-stearoylglycerophosphocholine,Lipid,Lysolipid,33961,LC/MS pos,,,541014.34,843059.65,233879.36,851932.67,,6167244.9,214829.88,175230.14,123649.44,848984.38,1579585.31,2290066.06,132421.36,,1464592.42,872092.74,165214,1841183.45,524422.69,218602.88,269283.85,140018.01,1454699.19,953319.31,4064792.21,2136752.89,,2052816.08,3292807.81,,653693.75,893940.82,806976.23,301601.42,1103018.92,138758.02,,2165861.98,4779284.78,241892.14,1462110.53,70799.93,93026.13,1021292.15,691039.85,,554599.22,306573.3,,138771.56,2559319.13,1605978.7,1773390.09,1719828.58,2582215.74,1476413.93,215447.3,238607.59,3179198.03,1043294.94,350061.86,597068.37,9953220.47,374962.06,634035.67,657622.11,4582191.26,464553.82,371830.8,536422,261806.78,2395476.94,10233145.23,9993487.44,,,3308307.16,5173736.11,232206.86,1506700.5,444874.41,,505116.96,11504538.97,9542015.63,2450187.88
1-stearoylglycerophosphoethanolamine,Lipid,Lysolipid,34416,LC/MS neg,,HMDB11130,713856.3,5808627.7,1945259.5,3745006.9,1410788.1,6104049.6,4906817.8,1189169.4,602232.1,881626.9,2449938.9,2660186.5,1902907.6,2500715.5,4650656,2472761.6,3551371.4,2822458.6,5676884.7,3788066.4,4335052.7,3327045.5,2111289.2,4101766.1,2276592.6,1203863.2,1434757.3,1562059.7,770350.6,2542532.7,224030.2,156628.8,2501808,1546816.6,2023656.7,2569058.7,1549178,8088460.3,5844570.6,3515377.3,1161348.7,4316547.1,2132097.4,867842.9,1913399.3,2968564.8,2389934.9,1575583.9,4888926.5,3392551.6,2130486.2,3311311.6,2443715.3,1276329.4,3445361,7892303.2,3833327.8,3535200.4,1452372.1,1846110.9,513288.3,3710457.6,1783708.3,2439478.8,2472761.6,3067515.2,6894293.2,3641703.3,3354635.2,3836560.4,1424133.5,2120999.6,2610771.7,2516511.3,1781505,3143127.4,3061404.9,2266445.4,2106180.6,2330046.8,2126355.8,378072,1857644.7,5256204.3,4006401,6027656.9
1-stearoylglycerophosphoinositol,Lipid,Lysolipid,19324,LC/MS neg,,,190016.88,945484.9,367246.2,278010.9,150299.01,400834.05,243743.46,222078.06,95881.46,379964.13,454392.63,494662.12,1016861.26,233623.2,734383.28,723023.35,623673.39,492995.81,307923.87,398437.43,649874.26,477952.94,445563.44,366226.39,759002.97,211133.17,473435.84,470023.44,760686.86,411369.88,117837.55,268783.75,453086.58,408136.11,438040.3,1966656.79,373341.32,4305716.2,1053224.62,290011.56,272626.81,1537728.69,950727.28,331253.84,585758.04,3102808.19,773383.8,332088.44,1178666.29,342625.89,457353.41,560319.19,375764.48,166997.81,277565.7,3094638.25,564844.2,232356.12,528103.67,388849.67,74130.64,727670.89,141363.85,241865.08,303123.25,143220.1,3865099.21,350089.58,472120.61,790335.34,303496.41,331651.29,614808.26,885958.82,201813.49,492659.61,738393.17,495483.72,327177.39,664630.04,430253.16,132739.08,540937.02,731721.06,445563.44,2028939.8
"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, gluconeogenesis, pyruvate metabolism",20675,GC/MS,C07326,HMDB02712,36658.25,69165.37,430558.95,796852.54,911806.16,487321.78,791793.93,596580.39,,621116.36,496217.68,391586.03,246736.9,765095.64,185060.16,593746.86,614876.66,669839.29,451574.19,758481.78,853496.45,658346.8,554443.57,320370,302169.99,27595.34,,265263.07,840979.4,92680.72,502272.74,610589.52,670101.37,666029.46,515463.82,,634287.66,714702.37,728275.68,631586.63,521909.24,495611.21,715982.02,964309.99,798381.92,87256.15,367132.17,532048.31,598360.49,843958.94,576838.83,459955.83,143122.43,103709.59,173032.67,,265288.6,860012.85,106363.33,709281.15,909255.12,351223.98,366776.58,647469.59,650670.6,579223.09,206527.72,991558.9,209894.43,718633.97,708700.03,535529.17,471725.45,704971.49,699348.69,508808.99,606874.5,512246.12,538210.53,943990.52,779468.88,379334.23,413238.12,554443.57,111823.14,196170.71
"1,7-dimethylurate",Xenobiotics,Xanthine metabolism,34400,LC/MS neg,C16356,HMDB11103,,,,,,,,,,,18801.2,38731.82,,,,,,,,,,,,,,,,,,,,,24363.35,,33169.67,,,,,,,,,,,,,,,,,,,,,,,,,35302.81,,,,,,,,,,,,,,,,,,22230.21,,,,,,,,
10-heptadecenoate (17:1n7),Lipid,Long chain fatty acid,33971,LC/MS neg,,,230204.5,579198.9,217829.2,263673.3,416357.6,195654.4,258236.3,355619.9,117419.7,349032.9,453891.2,466362.6,511246,452036,557862.9,396928,325006.3,371366.6,298138.8,364517.4,354185.7,333546.6,384622.9,366555,527198.6,476336.6,293219.5,339003.2,757723.5,470411.8,321508.8,279212.2,196342.1,188731.3,369217.9,486368.5,265884.5,1168566.1,469269.8,301428.7,521087.6,632317.9,408057.7,251001.5,323938.8,473996.3,442107.2,243475.8,318749.2,273818.3,359816.9,500497.2,333634.7,552373.8,423808.4,752644.7,326701.4,248977,364517.4,292026.7,334067.4,258692.8,214486.3,222134.1,284690.7,393883.6,2099173.2,382157,237706.5,480946.4,536866,293167.9,528949.4,369188.1,355800.5,461485.6,391249.8,358636.6,197508.8,373431,327740.6,289048.7,477351.3,397935.4,425196.2,1347510.1
10-nonadecenoate (19:1n9),Lipid,Long chain fatty acid,33972,LC/MS neg,,,,392810.52,79059.57,68279.28,83793.65,47004.84,71971.51,89838,32312.27,165287.52,227065.44,321005.22,654325.4,219098.72,460393.97,509460.77,110358.1,164412.19,136920.31,101208.88,183810.11,107681.64,159788.97,187074.56,390080.1,547531.25,84460.33,213887.73,536673.04,248427.58,,35836.8,86198.99,104837.38,119892.85,194084.76,111138.42,1188113.78,361189.5,67351.18,83062.55,532465.54,483608.91,73389.4,103471.05,472695.44,403995.06,62014.03,161026.52,164849.86,109516.99,183522.69,275451.6,111856.64,210464.22,1982368.31,232546.59,81959.75,169631.16,100302.02,43284.15,113266.23,48400.06,72149.22,75526.84,67853.38,4939493.58,313728.59,244745.54,303945.31,230633.47,68290.57,229844.83,347304.43,89156.23,164849.86,333115.15,126956.33,84218.73,449678.96,119269.1,93135.22,592807.31,464192.68,691174.68,4444759.13
13-HODE + 9-HODE,Lipid,"Fatty acid, monohydroxy",37752,LC/MS neg,,,66208.19,76512.09,27789.52,,30526.18,,23203.42,,22366.71,410055.06,25897.5,38547.89,166291.36,,55638.5,24347.61,,,30351.08,,65588.1,35800.67,29551.25,27297.93,85987.09,69794.13,84243.27,29169.35,71818.36,72569.66,35747.67,21780.91,41942.49,25355.28,72820.29,129543.59,27823.67,234865.94,131523.44,19245.59,24609.84,47375.06,24635.11,,50431.47,114898.13,26843.71,38600.89,,29336.75,34518.72,17558.26,31923.97,49348.97,110278.8,1079632.42,18026.9,16873.02,37174.28,21600.79,18479.02,26519.67,,,21716.18,16071.61,5636352.27,16482.18,13046.03,56165.8,60558.92,,56355.06,40190.43,16394.71,28846.16,12854.93,85171.7,,40473.1,,,72854.9,45254.88,136686.59,64782.72
2'-deoxyinosine,Nucleotide,"Purine metabolism, (hypo)xanthine/inosine containing",15076,LC/MS neg,C05512,HMDB00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26703.88,,,,,,,,,,,,,,,,,,,
2-aminoadipate,Amino acid,Lysine metabolism,6146,LC/MS pos,C00956,HMDB00510,50617.85,192047.76,296397.83,189567.85,201805.04,276402.97,421016.85,335153.08,71002.03,69605.9,673125.47,453948.04,973574.75,349467.73,414589.65,790532.78,384749.21,589327.31,726391.07,430732.08,327483.81,489321.33,523392.34,564934.72,170474.74,66556.21,41643.29,97146.17,429042.12,188999.64,255794.27,94668.55,249664.71,291510.89,349467.73,223774.01,237330.91,332894.65,860615.53,228954.62,314416.78,718221.28,846731.41,219052.84,699835.99,439086.41,503914.86,530250.77,527798.09,681920.78,316996.43,643615.22,427443.72,355504.98,292510.31,,516010.58,292983.59,200546.65,224174.84,114062.22,383437.82,245253.83,673852.72,607282.88,263511.24,433875.91,788038.01,178696.6,478401.76,226217.9,311648.64,403559.42,1161793.85,298714.73,350144.94,346834.43,615193.71,530369.78,349467.73,487844.69,271820.58,248309.46,2794918.5,320336.67,467484.58
2-aminobutyrate,Amino acid,Butanoate metabolism,1577,GC/MS,C02261,HMDB00650,35865.25,274033.88,891256.34,930708.64,794029.2,519017.98,799103.39,873388.8,126878.27,395858.81,1121665.23,666528.87,1161580.56,976851.83,1063427.18,1238650.35,948925.51,1244600.32,872709.92,1230632.02,1073410.43,689280.12,1103576.88,1296884.06,573683.44,181870.9,,474646.94,495703.93,713551.52,832799.58,511567.73,599941.43,1029111.76,1030578.8,519645.74,853851.51,1185576.29,1954210.19,1334818.95,853228.76,839622.32,1786776.96,,1401401.21,916858.25,920340.64,940866.64,1479261.36,813578.58,1216637.18,688931.87,779688.36,349944.45,422396.25,,892247.21,905709.25,166983.89,809838.01,872425.32,808864.72,516356.27,1055500.17,1009459.1,1306371.68,612387.56,952515.95,443532.38,850181.85,888801.86,919388.77,829786.57,966476,1216458.92,970280.65,706192.58,484571.99,898366.99,1974181.96,1195337.95,577704.39,873049.36,1006461.29,274789.16,413184.45
2-arachidonoylglycerophosphocholine*,Lipid,Lysolipid,35256,LC/MS pos,,,82850.43,62022.47,44739.31,152280.48,,235471.98,58635.78,66629.08,,329681.98,469795.93,407500.8,62420.95,32598.44,133799.36,196905.92,,447405.41,36490.8,54822.08,74950.42,,431053.86,145203.3,530521.65,113071.51,46647.02,364518.26,3769127.58,51397.01,220366.18,798588.31,154396.32,58589.35,416550.59,37501.51,36590.8,273113.53,197270.92,45596.07,235033.09,18870.65,20171.44,699276.49,154343.89,41236.2,124319.59,73506.65,,20568.85,133799.36,276342,142226.3,169015.85,114816.84,441383.47,37528.68,,633064.87,200689.92,47598.17,97956.95,651009.09,44310.27,61638.1,162961.74,134795.45,54545.13,56206.12,59111.68,75897.32,464118.11,465561,1887416.29,,73963.54,573476.88,569977.4,36263.14,247945.79,84061,132803.27,,339092.48,478439.2,111207.38
